import time: self [us] | cumulative | imported package
import time:       226 |      10763 |                     scipy.sparse.linalg._eigen
import time:       252 |        252 |                         scipy.sparse.linalg._onenormest
import time:       298 |        549 |                       scipy.sparse.linalg._expm_multiply
import time:       574 |       1123 |                     scipy.sparse.linalg._matfuncs
import time:       200 |        200 |                     scipy.sparse.linalg._norm
import time:       201 |        201 |                     scipy.sparse.linalg._funm_multiply_krylov
import time:       223 |        223 |                     scipy.sparse.linalg._special_sparse_arrays
import time:        89 |         89 |                     scipy.sparse.linalg.isolve
import time:        75 |         75 |                     scipy.sparse.linalg.dsolve
import time:        71 |         71 |                     scipy.sparse.linalg.interface
import time:        74 |         74 |                     scipy.sparse.linalg.eigen
import time:        69 |         69 |                     scipy.sparse.linalg.matfuncs
import time:       311 |      20898 |                   scipy.sparse.linalg
import time:       254 |        254 |                     scipy.optimize._dcsrch
import time:       175 |        429 |                   scipy.optimize._linesearch
import time:      3534 |       3534 |                     scipy.optimize._group_columns
import time:       351 |       3885 |                   scipy.optimize._numdiff
import time:       313 |        313 |                     scipy.optimize._hessian_update_strategy
import time:       401 |        714 |                   scipy.optimize._differentiable_functions
import time:      1752 |      27676 |                 scipy.optimize._optimize
import time:       234 |        234 |                     scipy.optimize._trustregion
import time:       207 |        441 |                   scipy.optimize._trustregion_dogleg
import time:       195 |        195 |                   scipy.optimize._trustregion_ncg
import time:      4112 |       4112 |                       scipy.optimize._trlib._trlib
import time:       209 |       4321 |                     scipy.optimize._trlib
import time:       190 |       4511 |                   scipy.optimize._trustregion_krylov
import time:       352 |        352 |                   scipy.optimize._trustregion_exact
import time:       967 |        967 |                       scipy.optimize._constraints
import time:        66 |         66 |                             sksparse
import time:        16 |         81 |                           sksparse.cholmod
import time:       247 |        327 |                         scipy.optimize._trustregion_constr.projections
import time:       135 |        135 |                         scipy.optimize._trustregion_constr.qp_subproblem
import time:       262 |        723 |                       scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       158 |        158 |                       scipy.optimize._trustregion_constr.canonical_constraint
import time:       231 |        231 |                       scipy.optimize._trustregion_constr.tr_interior_point
import time:       118 |        118 |                       scipy.optimize._trustregion_constr.report
import time:       400 |       2595 |                     scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       134 |       2729 |                   scipy.optimize._trustregion_constr
import time:      3606 |       3606 |                     scipy.optimize._lbfgsb
import time:       178 |       3784 |                   scipy.optimize._lbfgsb_py
import time:      3458 |       3458 |                     scipy.optimize._moduleTNC
import time:       169 |       3626 |                   scipy.optimize._tnc
import time:       269 |        269 |                   scipy.optimize._cobyla_py
import time:       185 |        185 |                   scipy.optimize._cobyqa_py
import time:      3205 |       3205 |                     scipy.optimize._slsqplib
import time:       291 |       3496 |                   scipy.optimize._slsqp_py
import time:       435 |      20018 |                 scipy.optimize._minimize
import time:      3584 |       3584 |                     scipy.optimize._minpack
import time:       309 |        309 |                           scipy.optimize._lsq.common
import time:       293 |        601 |                         scipy.optimize._lsq.trf
import time:       248 |        248 |                         scipy.optimize._lsq.dogbox
import time:       436 |       1283 |                       scipy.optimize._lsq.least_squares
import time:      3361 |       3361 |                           scipy.optimize._lsq.givens_elimination
import time:       220 |       3580 |                         scipy.optimize._lsq.trf_linear
import time:       217 |        217 |                         scipy.optimize._lsq.bvls
import time:       193 |       3989 |                       scipy.optimize._lsq.lsq_linear
import time:       282 |       5554 |                     scipy.optimize._lsq
import time:       363 |       9500 |                   scipy.optimize._minpack_py
import time:       235 |        235 |                   scipy.optimize._spectral
import time:      1235 |       1235 |                   scipy.optimize._nonlin
import time:       366 |      11335 |                 scipy.optimize._root
import time:      3324 |       3324 |                     scipy.optimize._zeros
import time:       395 |       3719 |                   scipy.optimize._zeros_py
import time:       321 |       4039 |                 scipy.optimize._root_scalar
import time:       493 |        493 |                 scipy.optimize._nnls
import time:      1328 |       1328 |                 scipy.optimize._basinhopping
import time:       207 |        207 |                       scipy.optimize._highspy
import time:     15798 |      15798 |                       scipy.optimize._highspy._core
import time:      4120 |       4120 |                       scipy.optimize._highspy._highs_options
import time:       457 |      20581 |                     scipy.optimize._highspy._highs_wrapper
import time:       323 |      20903 |                   scipy.optimize._linprog_highs
import time:       154 |        154 |                                   uarray
import time:      4022 |       4022 |                                       scipy._lib._uarray._uarray
import time:       424 |       4445 |                                     scipy._lib._uarray._backend
import time:       368 |       4813 |                                   scipy._lib._uarray
import time:       271 |       5236 |                                 scipy._lib.uarray
import time:      7649 |      12884 |                               scipy.fft._basic
import time:      3202 |       3202 |                               scipy.fft._realtransforms
import time:       550 |        550 |                                 scipy.fft._fftlog_backend
import time:      1049 |       1599 |                               scipy.fft._fftlog
import time:      5800 |       5800 |                                     scipy.fft._pocketfft.pypocketfft
import time:       609 |        609 |                                     scipy.fft._pocketfft.helper
import time:       380 |       6787 |                                   scipy.fft._pocketfft.basic
import time:       452 |        452 |                                   scipy.fft._pocketfft.realtransforms
import time:       146 |       7385 |                                 scipy.fft._pocketfft
import time:      1475 |       8859 |                               scipy.fft._helper
import time:       955 |        955 |                                 scipy.fft._basic_backend
import time:       261 |        261 |                                 scipy.fft._realtransforms_backend
import time:       868 |       2083 |                               scipy.fft._backend
import time:       356 |      28982 |                             scipy.fft
import time:      5080 |      34062 |                           scipy.linalg._decomp_interpolative
import time:       290 |      34351 |                         scipy.linalg.interpolative
import time:       280 |      34631 |                       scipy.optimize._remove_redundancy
import time:       525 |      35155 |                     scipy.optimize._linprog_util
import time:        81 |         81 |                     sksparse
import time:        52 |         52 |                       scikits
import time:        12 |         63 |                     scikits.umfpack
import time:       479 |      35777 |                   scipy.optimize._linprog_ip
import time:       322 |        322 |                   scipy.optimize._linprog_simplex
import time:      3966 |       3966 |                     scipy.optimize._bglu_dense
import time:       362 |       4327 |                   scipy.optimize._linprog_rs
import time:       879 |        879 |                   scipy.optimize._linprog_doc
import time:       361 |      62567 |                 scipy.optimize._linprog
import time:      3857 |       3857 |                 scipy.optimize._lsap
import time:      2575 |       2575 |                 scipy.optimize._differentialevolution
import time:      4540 |       4540 |                   scipy.optimize._pava_pybind
import time:       292 |       4832 |                 scipy.optimize._isotonic
import time:       241 |        241 |                     scipy.optimize._shgo_lib
import time:       386 |        386 |                     scipy.optimize._shgo_lib._vertex
import time:       549 |       1175 |                   scipy.optimize._shgo_lib._complex
import time:       730 |       1904 |                 scipy.optimize._shgo
import time:      1028 |       1028 |                 scipy.optimize._dual_annealing
import time:       428 |        428 |                 scipy.optimize._qap
import time:      3525 |       3525 |                   scipy.optimize._direct
import time:       321 |       3845 |                 scipy.optimize._direct_py
import time:       302 |        302 |                 scipy.optimize._milp
import time:       194 |        194 |                 scipy.optimize.cobyla
import time:       191 |        191 |                 scipy.optimize.lbfgsb
import time:       880 |        880 |                 scipy.optimize.linesearch
import time:       225 |        225 |                 scipy.optimize.minpack
import time:       158 |        158 |                 scipy.optimize.minpack2
import time:       589 |        589 |                 scipy.optimize.moduleTNC
import time:       106 |        106 |                 scipy.optimize.nonlin
import time:       105 |        105 |                 scipy.optimize.optimize
import time:        79 |         79 |                 scipy.optimize.slsqp
import time:        90 |         90 |                 scipy.optimize.tnc
import time:        94 |         94 |                 scipy.optimize.zeros
import time:       618 |     149545 |               scipy.optimize
import time:       341 |        341 |                   scipy._lib.doccer
import time:       351 |        351 |                   scipy.stats._distr_params
import time:      2593 |       2593 |                   scipy.integrate._quadrature
import time:      3883 |       3883 |                     scipy.integrate._odepack
import time:       973 |       4855 |                   scipy.integrate._odepack_py
import time:      3283 |       3283 |                     scipy.integrate._quadpack
import time:      2899 |       6182 |                   scipy.integrate._quadpack_py
import time:      3278 |       3278 |                     scipy.integrate._vode
import time:      3914 |       3914 |                     scipy.integrate._dop
import time:       607 |       7798 |                   scipy.integrate._ode
import time:      1421 |       1421 |                   scipy.integrate._bvp
import time:       442 |        442 |                         scipy.integrate._ivp.common
import time:       782 |        782 |                         scipy.integrate._ivp.base
import time:       248 |       1470 |                       scipy.integrate._ivp.bdf
import time:       406 |        406 |                       scipy.integrate._ivp.radau
import time:       241 |        241 |                         scipy.integrate._ivp.dop853_coefficients
import time:       334 |        574 |                       scipy.integrate._ivp.rk
import time:       233 |        233 |                       scipy.integrate._ivp.lsoda
import time:      1743 |       4424 |                     scipy.integrate._ivp.ivp
import time:       256 |       4679 |                   scipy.integrate._ivp
import time:       829 |        829 |                   scipy.integrate._quad_vec
import time:       237 |        237 |                     scipy._lib._elementwise_iterative_method
import time:      2152 |       2389 |                   scipy.integrate._tanhsinh
import time:       390 |        390 |                       scipy.integrate._rules._base
import time:       241 |        241 |                       scipy.integrate._rules._genz_malik
import time:       192 |        192 |                         scipy.integrate._rules._gauss_legendre
import time:       216 |        407 |                       scipy.integrate._rules._gauss_kronrod
import time:       219 |       1255 |                     scipy.integrate._rules
import time:      1767 |       3021 |                   scipy.integrate._cubature
import time:       714 |        714 |                   scipy.integrate._lebedev
import time:       118 |        118 |                   scipy.integrate.dop
import time:        82 |         82 |                   scipy.integrate.lsoda
import time:        82 |         82 |                   scipy.integrate.vode
import time:        76 |         76 |                   scipy.integrate.odepack
import time:        72 |         72 |                   scipy.integrate.quadpack
import time:       244 |        244 |                   scipy.stats._finite_differences
import time:       296 |        296 |                   scipy.stats._constants
import time:       256 |        256 |                   scipy.stats._censored_data
import time:      1486 |      37876 |                 scipy.stats._distn_infrastructure
import time:      8131 |       8131 |                           scipy.interpolate._fitpack
import time:      4394 |       4394 |                           scipy.interpolate._dfitpack
import time:       942 |      13466 |                         scipy.interpolate._fitpack_impl
import time:      3507 |       3507 |                           scipy.interpolate._dierckx
import time:      2062 |       5568 |                         scipy.interpolate._bsplines
import time:      2582 |      21615 |                       scipy.interpolate._fitpack_py
import time:       518 |        518 |                       scipy.interpolate._polyint
import time:      4289 |       4289 |                       scipy.interpolate._ppoly
import time:      4353 |       4353 |                       scipy.interpolate._interpnd
import time:      1651 |      32423 |                     scipy.interpolate._interpolate
import time:      3698 |       3698 |                     scipy.interpolate._fitpack2
import time:       667 |        667 |                     scipy.interpolate._rbf
import time:       186 |        186 |                         scipy.interpolate._rbfinterp_common
import time:      4448 |       4448 |                         scipy.interpolate._rbfinterp_pythran
import time:       216 |       4848 |                       scipy.interpolate._rbfinterp_np
import time:       624 |        624 |                       scipy.interpolate._rbfinterp_xp
import time:      1062 |       6532 |                     scipy.interpolate._rbfinterp
import time:      2071 |       2071 |                     scipy.interpolate._cubic
import time:       273 |        273 |                     scipy.interpolate._ndgriddata
import time:      1753 |       1753 |                     scipy.interpolate._fitpack_repro
import time:       223 |        223 |                     scipy.interpolate._pade
import time:      4402 |       4402 |                       scipy.interpolate._rgi_cython
import time:       650 |        650 |                       scipy.interpolate._ndbspline
import time:       979 |       6030 |                     scipy.interpolate._rgi
import time:       351 |        351 |                     scipy.interpolate._bary_rational
import time:       198 |        198 |                     scipy.interpolate.fitpack
import time:       146 |        146 |                     scipy.interpolate.fitpack2
import time:       834 |        834 |                     scipy.interpolate.interpolate
import time:       136 |        136 |                     scipy.interpolate.ndgriddata
import time:        91 |         91 |                     scipy.interpolate.polyint
import time:        77 |         77 |                     scipy.interpolate.rbf
import time:        78 |         78 |                     scipy.interpolate.interpnd
import time:       448 |      56022 |                   scipy.interpolate
import time:      5272 |       5272 |                     scipy.special.cython_special
import time:      4997 |      10268 |                   scipy.stats._stats
import time:       548 |        548 |                   scipy.stats._tukeylambda_stats
import time:       318 |        318 |                   scipy.stats._ksstats
import time:     29244 |      96398 |                 scipy.stats._continuous_distns
import time:      5071 |       5071 |                   scipy.stats._biasedurn
import time:      4075 |       4075 |                   scipy.stats._stats_pythran
import time:      5787 |      14932 |                 scipy.stats._discrete_distns
import time:      4292 |       4292 |                   scipy.stats._levy_stable.levyst
import time:      1309 |       5601 |                 scipy.stats._levy_stable
import time:       397 |        397 |                   scipy.stats._axis_nan_policy
import time:      1882 |       2279 |                 scipy.stats._entropy
import time:       347 |     157430 |               scipy.stats.distributions
import time:       283 |        283 |                 scipy._lib._bunch
import time:      1965 |       1965 |                 scipy.stats._stats_mstats_common
import time:      1044 |       3291 |               scipy.stats._mstats_basic
import time:       230 |        230 |                 scipy.stats._common
import time:      7177 |       7407 |               scipy.stats._resampling
import time:       725 |        725 |               scipy.stats._binomtest
import time:     39356 |     613676 |             scipy.stats._stats_py
import time:      1063 |       1063 |             scipy.stats._variation
import time:      4357 |       4357 |               scipy.stats._ansari_swilk_statistics
import time:      5340 |       5340 |                 scipy.stats._hypotests
import time:       382 |       5722 |               scipy.stats._wilcoxon
import time:      3115 |       3115 |               scipy.stats._fit
import time:       441 |        441 |                 scipy.stats._relative_risk
import time:       425 |        425 |                 scipy.stats._crosstab
import time:       815 |        815 |                 scipy.stats._odds_ratio
import time:      1561 |       3241 |               scipy.stats.contingency
import time:     41513 |      57945 |             scipy.stats._morestats
import time:       349 |        349 |                   scipy.sparse.csgraph._laplacian
import time:      4443 |       4443 |                       scipy.sparse.csgraph._tools
import time:       474 |       4917 |                     scipy.sparse.csgraph._validation
import time:      5767 |      10684 |                   scipy.sparse.csgraph._shortest_path
import time:      4596 |       4596 |                   scipy.sparse.csgraph._traversal
import time:      4393 |       4393 |                   scipy.sparse.csgraph._min_spanning_tree
import time:      4932 |       4932 |                   scipy.sparse.csgraph._flow
import time:      3688 |       3688 |                   scipy.sparse.csgraph._matching
import time:      4465 |       4465 |                   scipy.sparse.csgraph._reordering
import time:       502 |      33605 |                 scipy.sparse.csgraph
import time:      4703 |       4703 |                 scipy.stats._sobol
import time:      4075 |       4075 |                 scipy.stats._qmc_cy
import time:      1004 |      43386 |               scipy.stats._qmc
import time:      1378 |      44764 |             scipy.stats._multicomp
import time:      2126 |       2126 |             scipy.stats._binned_statistic
import time:       469 |        469 |                 scipy.stats._covariance
import time:      5228 |       5228 |                   scipy.stats._rcont.rcont
import time:       262 |       5490 |                 scipy.stats._rcont
import time:      4892 |       4892 |                   scipy.stats._qmvnt_cy
import time:       582 |       5474 |                 scipy.stats._qmvnt
import time:      3020 |      14452 |               scipy.stats._multivariate
import time:       336 |      14788 |             scipy.stats._kde
import time:       174 |        174 |               scipy.stats._mstats_extras
import time:       291 |        464 |             scipy.stats.mstats
import time:       308 |        308 |             scipy.stats.qmc
import time:      1314 |       1314 |             scipy.stats._page_trend_test
import time:      1665 |       1665 |             scipy.stats._mannwhitneyu
import time:       653 |        653 |             scipy.stats._bws_test
import time:      1798 |       1798 |             scipy.stats._sensitivity_analysis
import time:      1650 |       1650 |             scipy.stats._survival
import time:       184 |        184 |               scipy.optimize._bracket
import time:       174 |        174 |               scipy.optimize._chandrupatla
import time:       343 |        343 |               scipy.stats._probability_distribution
import time:      3191 |       3890 |             scipy.stats._distribution_infrastructure
import time:     14340 |      14340 |             scipy.stats._new_distributions
import time:       209 |        209 |                       scipy.ndimage._ni_support
import time:      4181 |       4181 |                       scipy.ndimage._nd_image
import time:       307 |        307 |                       scipy.ndimage._ni_docstrings
import time:      4373 |       4373 |                       scipy.ndimage._rank_filter_1d
import time:      1497 |      10565 |                     scipy.ndimage._filters
import time:       277 |        277 |                     scipy.ndimage._fourier
import time:       670 |        670 |                     scipy.ndimage._interpolation
import time:      4783 |       4783 |                       scipy.ndimage._ni_label
import time:       483 |        483 |                       scipy.ndimage._morphology
import time:       423 |       5688 |                     scipy.ndimage._measurements
import time:       227 |      17425 |                   scipy.ndimage._ndimage_api
import time:       296 |        296 |                   scipy.ndimage._delegators
import time:     23267 |      40987 |                 scipy.ndimage._support_alternative_backends
import time:       302 |        302 |                 scipy.ndimage.filters
import time:       221 |        221 |                 scipy.ndimage.fourier
import time:       546 |        546 |                 scipy.ndimage.interpolation
import time:       124 |        124 |                 scipy.ndimage.measurements
import time:        99 |         99 |                 scipy.ndimage.morphology
import time:       303 |      42579 |               scipy.ndimage
import time:      1310 |      43889 |             scipy.stats._mgc
import time:      2056 |       2056 |             scipy.stats._correlation
import time:      1238 |       1238 |             scipy.stats._quantile
import time:       137 |        137 |             scipy.stats.biasedurn
import time:        86 |         86 |             scipy.stats.kde
import time:        90 |         90 |             scipy.stats.morestats
import time:        99 |         99 |             scipy.stats.mstats_basic
import time:        79 |         79 |             scipy.stats.mstats_extras
import time:        71 |         71 |             scipy.stats.mvn
import time:        84 |         84 |             scipy.stats.stats
import time:       720 |     819165 |           scipy.stats
import time:       244 |        244 |           seaborn.algorithms
import time:       419 |     822730 |         seaborn._statistics
import time:      2102 |       2102 |             seaborn.external.docscrape
import time:       576 |       2678 |           seaborn._docstrings
import time:       798 |       3475 |         seaborn.axisgrid
import time:      1830 |     829216 |       seaborn.relational
import time:       358 |        358 |                       statsmodels.compat.numpy
import time:       348 |        706 |                     statsmodels.tools.data
import time:       485 |        485 |                       statsmodels.tools.validation.validation
import time:       326 |        811 |                     statsmodels.tools.validation
import time:       854 |       2370 |                   statsmodels.tools.tools
import time:       183 |        183 |                   statsmodels.tools._test_runner
import time:       191 |       2742 |                 statsmodels.tools
import time:        13 |       2755 |               statsmodels.tools._test_runner
import time:       204 |        204 |               statsmodels.compat.python
import time:       501 |       3459 |             statsmodels.compat
import time:        24 |         24 |               pandas._testing.makeDataFrame
import time:       357 |        381 |             statsmodels.compat.pandas
import time:       363 |        363 |                 patsy.version
import time:       253 |        253 |                 patsy.origin
import time:        86 |         86 |                       patsy.compat
import time:       363 |        448 |                     patsy.util
import time:       342 |        342 |                       patsy.infix_parser
import time:       236 |        236 |                         patsy.tokens
import time:       266 |        501 |                       patsy.parse_formula
import time:       325 |       1167 |                     patsy.constraint
import time:       329 |        329 |                     patsy.contrasts
import time:       276 |        276 |                           patsy.categorical
import time:       314 |        314 |                           patsy.state
import time:       242 |        242 |                           patsy.splines
import time:       464 |        464 |                           patsy.mgcv_cubic_splines
import time:       115 |       1410 |                         patsy.builtins
import time:       456 |       1866 |                       patsy.eval
import time:       474 |       2339 |                     patsy.desc
import time:       427 |       4709 |                   patsy.design_info
import time:       311 |        311 |                     patsy.redundancy
import time:       269 |        269 |                     patsy.missing
import time:       730 |       1308 |                   patsy.build
import time:       333 |       6349 |                 patsy.highlevel
import time:       370 |        370 |                 patsy.user_util
import time:       359 |       7693 |               patsy
import time:        10 |       7702 |             patsy.util
import time:        95 |      11635 |           statsmodels.compat.patsy
import time:        82 |         82 |           statsmodels._version
import time:       352 |      12068 |         statsmodels
import time:       763 |      12831 |       seaborn.regression
import time:       235 |        235 |           seaborn._stats
import time:       210 |        210 |             seaborn._core.rules
import time:       341 |        550 |           seaborn._core.groupby
import time:      2711 |       2711 |           seaborn._core.scales
import time:       387 |        387 |           seaborn._stats.base
import time:       725 |       4606 |         seaborn._stats.density
import time:      1711 |       6316 |       seaborn.categorical
import time:       747 |        747 |         seaborn._stats.counting
import time:       392 |        392 |         seaborn.external.kde
import time:       968 |       2105 |       seaborn.distributions
import time:      5840 |       5840 |             scipy.cluster._vq
import time:      2646 |       8485 |           scipy.cluster.vq
import time:      4970 |       4970 |             scipy.cluster._hierarchy
import time:      4074 |       4074 |             scipy.cluster._optimal_leaf_ordering
import time:       314 |        314 |             scipy._lib._disjoint_set
import time:      8602 |      17959 |           scipy.cluster.hierarchy
import time:       446 |      26889 |         scipy.cluster
import time:      1272 |       1272 |         seaborn.cm
import time:       654 |      28815 |       seaborn.matrix
import time:       248 |        248 |       seaborn.miscplot
import time:        78 |         78 |         ipywidgets
import time:       301 |        378 |       seaborn.widgets
import time:       728 |     895047 |     seaborn
import time:       339 |        339 |             statsmodels.datasets.utils
import time:       533 |        872 |           statsmodels.datasets.anes96.data
import time:       476 |       1347 |         statsmodels.datasets.anes96
import time:       277 |        277 |           statsmodels.datasets.cancer.data
import time:       175 |        452 |         statsmodels.datasets.cancer
import time:       192 |        192 |           statsmodels.datasets.ccard.data
import time:       269 |        461 |         statsmodels.datasets.ccard
import time:       235 |        235 |           statsmodels.datasets.china_smoking.data
import time:       706 |        940 |         statsmodels.datasets.china_smoking
import time:       223 |        223 |           statsmodels.datasets.co2.data
import time:        86 |        309 |         statsmodels.datasets.co2
import time:       123 |        123 |           statsmodels.datasets.committee.data
import time:       206 |        329 |         statsmodels.datasets.committee
import time:       115 |        115 |           statsmodels.datasets.copper.data
import time:        86 |        200 |         statsmodels.datasets.copper
import time:       105 |        105 |           statsmodels.datasets.cpunish.data
import time:       194 |        298 |         statsmodels.datasets.cpunish
import time:       113 |        113 |           statsmodels.datasets.danish_data.data
import time:        84 |        197 |         statsmodels.datasets.danish_data
import time:       104 |        104 |           statsmodels.datasets.elnino.data
import time:        84 |        187 |         statsmodels.datasets.elnino
import time:       106 |        106 |           statsmodels.datasets.engel.data
import time:        85 |        191 |         statsmodels.datasets.engel
import time:       203 |        203 |           statsmodels.datasets.fair.data
import time:        79 |        282 |         statsmodels.datasets.fair
import time:       164 |        164 |           statsmodels.datasets.fertility.data
import time:        79 |        242 |         statsmodels.datasets.fertility
import time:       102 |        102 |           statsmodels.datasets.grunfeld.data
import time:        79 |        181 |         statsmodels.datasets.grunfeld
import time:       197 |        197 |           statsmodels.datasets.heart.data
import time:        85 |        282 |         statsmodels.datasets.heart
import time:       641 |        641 |           statsmodels.datasets.interest_inflation.data
import time:       176 |        816 |         statsmodels.datasets.interest_inflation
import time:       203 |        203 |           statsmodels.datasets.longley.data
import time:       274 |        476 |         statsmodels.datasets.longley
import time:       160 |        160 |           statsmodels.datasets.macrodata.data
import time:       860 |       1020 |         statsmodels.datasets.macrodata
import time:       116 |        116 |           statsmodels.datasets.modechoice.data
import time:        98 |        214 |         statsmodels.datasets.modechoice
import time:       100 |        100 |           statsmodels.datasets.nile.data
import time:        78 |        178 |         statsmodels.datasets.nile
import time:        98 |         98 |           statsmodels.datasets.randhie.data
import time:       196 |        294 |         statsmodels.datasets.randhie
import time:        99 |         99 |           statsmodels.datasets.scotland.data
import time:        77 |        176 |         statsmodels.datasets.scotland
import time:       231 |        231 |           statsmodels.datasets.spector.data
import time:       115 |        346 |         statsmodels.datasets.spector
import time:       119 |        119 |           statsmodels.datasets.stackloss.data
import time:        96 |        214 |         statsmodels.datasets.stackloss
import time:       152 |        152 |           statsmodels.datasets.star98.data
import time:       297 |        449 |         statsmodels.datasets.star98
import time:       107 |        107 |           statsmodels.datasets.statecrime.data
import time:        83 |        190 |         statsmodels.datasets.statecrime
import time:       108 |        108 |           statsmodels.datasets.strikes.data
import time:        83 |        191 |         statsmodels.datasets.strikes
import time:       108 |        108 |           statsmodels.datasets.sunspots.data
import time:        78 |        185 |         statsmodels.datasets.sunspots
import time:       519 |      11151 |       statsmodels.datasets
import time:       383 |        383 |         statsmodels.distributions.empirical_distribution
import time:       254 |        254 |         statsmodels.distributions.edgeworth
import time:       258 |        258 |           statsmodels.compat.scipy
import time:       174 |        174 |             statsmodels.base
import time:       496 |        496 |                 statsmodels.tools.sm_exceptions
import time:       283 |        779 |               statsmodels.tools.decorators
import time:       525 |       1303 |             statsmodels.base.data
import time:       469 |        469 |             statsmodels.base.optimizer
import time:       355 |        355 |             statsmodels.base.wrapper
import time:       341 |        341 |               statsmodels.formula.formulatools
import time:       301 |        641 |             statsmodels.formula
import time:       335 |        335 |               statsmodels.stats
import time:       174 |        174 |                       statsmodels.iolib.openfile
import time:       350 |        524 |                     statsmodels.iolib.foreign
import time:       438 |        438 |                     statsmodels.iolib.table
import time:       226 |        226 |                     statsmodels.iolib.smpickle
import time:       184 |       1370 |                   statsmodels.iolib
import time:       129 |        129 |                     statsmodels.iolib.tableformatting
import time:       809 |        938 |                   statsmodels.iolib.summary2
import time:       369 |       2676 |                 statsmodels.stats._knockoff
import time:       439 |       3114 |               statsmodels.stats.multitest
import time:       490 |       3938 |             statsmodels.stats.contrast
import time:       365 |        365 |             statsmodels.tools.numdiff
import time:      1081 |       8323 |           statsmodels.base.model
import time:      1631 |      10211 |         statsmodels.distributions.discrete
import time:       100 |      10945 |       statsmodels.distributions
import time:       428 |        428 |             statsmodels.emplike
import time:       301 |        301 |               statsmodels.graphics
import time:       327 |        327 |               statsmodels.graphics.utils
import time:       492 |       1119 |             statsmodels.emplike.descriptive
import time:       351 |       1898 |           statsmodels.emplike.elregress
import time:       240 |        240 |           statsmodels.regression._prediction
import time:       259 |        259 |           statsmodels.tools.typing
import time:      1361 |       3757 |         statsmodels.regression.linear_model
import time:       375 |       4132 |       statsmodels.regression
import time:       621 |        621 |         statsmodels.robust.norms
import time:      4417 |       4417 |           statsmodels.robust._qn
import time:      1023 |       5439 |         statsmodels.robust.scale
import time:       469 |       6529 |       statsmodels.robust
import time:       113 |        113 |       statsmodels.__init__
import time:       398 |        398 |         statsmodels.discrete
import time:       158 |        158 |             statsmodels.base.l1_solvers_common
import time:       294 |        451 |           statsmodels.base.l1_slsqp
import time:       725 |        725 |           statsmodels.base._constraints
import time:       264 |        264 |           statsmodels.base._parameter_inference
import time:       955 |        955 |           statsmodels.base._prediction_inference
import time:        69 |         69 |           cvxopt
import time:      4984 |       7446 |         statsmodels.discrete.discrete_model
import time:       598 |       8441 |       statsmodels.discrete.conditional_models
import time:      1921 |       1921 |       statsmodels.discrete.count_model
import time:      1315 |       1315 |       statsmodels.discrete.truncated_model
import time:       391 |        391 |       statsmodels.duration
import time:       970 |        970 |         statsmodels.duration.hazard_regression
import time:       365 |        365 |         statsmodels.duration.survfunc
import time:       277 |       1611 |       statsmodels.duration.api
import time:       262 |        262 |         statsmodels.emplike.originregress
import time:       124 |        124 |         statsmodels.emplike.elanova
import time:       279 |        279 |         statsmodels.emplike.aft_el
import time:       111 |        775 |       statsmodels.emplike.api
import time:       426 |        426 |           statsmodels.base._penalties
import time:       658 |       1084 |         statsmodels.regression.mixed_linear_model
import time:        96 |         96 |           statsmodels.genmod
import time:       117 |        117 |           statsmodels.graphics._regressionplots_doc
import time:       238 |        238 |           statsmodels.regression._tools
import time:       454 |        454 |           statsmodels.tools.docstring
import time:       688 |        688 |             statsmodels.genmod.families.links
import time:       132 |        132 |               statsmodels.genmod.families.varfuncs
import time:       427 |        559 |             statsmodels.genmod.families.family
import time:       303 |       1549 |           statsmodels.genmod.families
import time:      1822 |       4273 |         statsmodels.genmod.generalized_linear_model
import time:       465 |        465 |         statsmodels.robust.robust_linear_model
import time:       360 |        360 |         statsmodels.regression.quantile_regression
import time:       266 |        266 |             statsmodels.stats.correlation_tools
import time:      1128 |       1394 |           statsmodels.genmod.cov_struct
import time:       353 |        353 |           statsmodels.discrete.discrete_margins
import time:      1494 |       3240 |         statsmodels.genmod.generalized_estimating_equations
import time:       118 |        118 |           statsmodels.gam
import time:       220 |        220 |           statsmodels.tools.linalg
import time:       240 |        240 |           statsmodels.base._penalized
import time:       224 |        224 |           statsmodels.gam.gam_penalties
import time:       305 |        305 |             statsmodels.gam.gam_cross_validation
import time:       525 |        525 |             statsmodels.gam.smooth_basis
import time:       536 |       1365 |           statsmodels.gam.gam_cross_validation.gam_cross_validation
import time:       311 |        311 |           statsmodels.gam.gam_cross_validation.cross_validators
import time:       770 |       3245 |         statsmodels.gam.generalized_additive_model
import time:       142 |      12806 |       statsmodels.formula.api
import time:       256 |        256 |       statsmodels.gam.api
import time:       453 |        453 |         statsmodels.genmod.bayes_mixed_glm
import time:       503 |        956 |       statsmodels.genmod.api
import time:        95 |         95 |             statsmodels.tsa
import time:      4499 |       4499 |                   scipy.signal._sigtools
import time:      6662 |       6662 |                     scipy.signal.windows._windows
import time:       111 |        111 |                     scipy.signal.windows.windows
import time:       375 |       7147 |                   scipy.signal.windows
import time:       253 |        253 |                   scipy.signal._waveforms
import time:      4404 |       4404 |                     scipy.signal._max_len_seq_inner
import time:       242 |       4646 |                   scipy.signal._max_len_seq
import time:      4468 |       4468 |                     scipy.signal._upfirdn_apply
import time:       321 |       4788 |                   scipy.signal._upfirdn
